vehicle_id,zone,vehicle_type,battery_capacity_kWh,registration_date
EV-03281,Yelahanka,4W,40.8,2024-10-31
EV-03282,Yelahanka,2W,4.0,2024-10-13
EV-03283,Yelahanka,4W,39.8,2024-11-28
EV-03284,Yelahanka,4W,63.8,2024-09-21
EV-03285,Yelahanka,2W,3.6,2024-10-22
EV-03286,Yelahanka,3W,8.0,2024-12-04
EV-03287,Yelahanka,2W,2.7,2024-08-05
EV-03288,Yelahanka,2W,2.4,2025-04-06
EV-03289,Yelahanka,2W,2.4,2024-06-08
EV-03290,Yelahanka,2W,4.0,2024-12-26
EV-03291,Yelahanka,4W,43.8,2024-05-05
EV-03292,Yelahanka,4W,32.1,2025-02-02
EV-03293,Yelahanka,2W,2.8,2025-05-04
EV-03294,Yelahanka,2W,2.8,2024-07-31
EV-03295,Yelahanka,4W,74.5,2024-08-04
EV-03296,Yelahanka,2W,3.1,2024-11-08
EV-03297,Yelahanka,2W,2.9,2024-07-01
EV-03298,Yelahanka,2W,2.9,2025-02-11
EV-03299,Yelahanka,4W,65.1,2024-09-18
EV-03300,Yelahanka,3W,6.8,2024-09-06
EV-03301,Yelahanka,2W,2.7,2025-02-26
EV-03302,Yelahanka,4W,53.5,2024-06-23
EV-03303,Yelahanka,4W,55.1,2024-11-18
EV-03304,Yelahanka,4W,35.5,2024-05-14
EV-03305,Yelahanka,2W,3.8,2025-03-14
EV-03306,Yelahanka,3W,9.4,2024-10-26
EV-03307,Yelahanka,2W,1.6,2024-10-04
EV-03308,Yelahanka,4W,72.5,2024-12-08
EV-03309,Yelahanka,3W,8.3,2025-02-25
EV-03310,Yelahanka,2W,4.0,2025-03-20
EV-03311,Yelahanka,2W,3.6,2025-04-12
EV-03312,Yelahanka,2W,3.2,2024-08-03
EV-03313,Yelahanka,4W,43.7,2024-09-04
EV-03314,Yelahanka,3W,5.6,2024-09-20
EV-03315,Yelahanka,3W,10.0,2025-02-12
EV-03316,HSR Layout,3W,8.5,2025-01-28
EV-03317,HSR Layout,4W,65.6,2024-04-14
EV-03318,HSR Layout,4W,68.8,2025-03-31
EV-03319,HSR Layout,2W,1.8,2024-01-05
EV-03320,HSR Layout,2W,3.2,2024-05-17
EV-03321,HSR Layout,4W,56.4,2024-12-14
EV-03322,HSR Layout,4W,63.8,2024-03-28
EV-03323,HSR Layout,2W,3.3,2024-06-08
EV-03324,HSR Layout,4W,30.0,2024-08-29
EV-03325,HSR Layout,2W,3.4,2024-05-06
EV-03326,HSR Layout,2W,3.8,2024-09-11
EV-03327,HSR Layout,4W,57.4,2024-01-01
EV-03328,HSR Layout,4W,61.5,2024-08-21
EV-03329,HSR Layout,4W,66.3,2025-03-12
EV-03330,HSR Layout,4W,40.9,2024-12-31
EV-03331,HSR Layout,2W,3.9,2024-08-01
EV-03332,HSR Layout,4W,43.1,2025-03-02
EV-03333,HSR Layout,4W,59.8,2023-12-05
EV-03334,HSR Layout,3W,8.4,2025-01-10
EV-03335,HSR Layout,2W,2.7,2024-03-08
EV-03336,HSR Layout,4W,55.5,2023-11-11
EV-03337,HSR Layout,3W,9.0,2024-08-16
EV-03338,HSR Layout,4W,43.3,2024-10-16
EV-03339,HSR Layout,4W,32.5,2024-02-24
EV-03340,HSR Layout,2W,2.5,2024-11-10
EV-03341,HSR Layout,2W,3.3,2024-03-11
EV-03342,HSR Layout,2W,3.5,2025-01-09
EV-03343,HSR Layout,2W,2.2,2025-01-31
EV-03344,HSR Layout,2W,2.1,2025-02-23
EV-03345,HSR Layout,4W,71.4,2024-08-15
EV-03346,HSR Layout,2W,3.7,2024-08-08
EV-03347,HSR Layout,2W,3.7,2025-03-14
EV-03348,HSR Layout,4W,50.1,2025-02-12
EV-03349,HSR Layout,4W,49.1,2025-05-09
EV-03350,HSR Layout,4W,62.3,2024-07-02
EV-03351,HSR Layout,2W,1.7,2024-10-18
EV-03352,HSR Layout,4W,49.9,2024-07-10
EV-03353,HSR Layout,4W,67.7,2024-07-02
EV-03354,HSR Layout,4W,52.5,2024-03-11
EV-03355,HSR Layout,2W,2.0,2025-03-23
EV-03356,HSR Layout,2W,1.9,2024-09-07
EV-03357,HSR Layout,4W,64.9,2024-12-19
EV-03358,HSR Layout,2W,4.0,2024-08-07
EV-03359,HSR Layout,4W,47.8,2024-10-29
EV-03360,HSR Layout,4W,40.2,2025-04-03
EV-03361,HSR Layout,3W,6.1,2025-03-20
EV-03362,HSR Layout,2W,3.7,2024-04-28
EV-03363,HSR Layout,4W,69.5,2024-01-21
EV-03364,HSR Layout,4W,41.1,2025-04-10
EV-03365,HSR Layout,4W,35.2,2024-10-11
EV-03366,HSR Layout,2W,1.8,2024-04-24
EV-03367,HSR Layout,2W,2.9,2024-02-01
EV-03368,HSR Layout,4W,69.6,2024-12-29
EV-03369,HSR Layout,4W,45.8,2025-01-06
EV-03370,HSR Layout,2W,2.5,2024-07-12
EV-03371,HSR Layout,4W,65.7,2025-01-08
EV-03372,HSR Layout,4W,65.3,2024-10-03
EV-03373,HSR Layout,2W,3.8,2024-12-12
EV-03374,HSR Layout,2W,3.5,2024-07-06
EV-03375,HSR Layout,3W,5.8,2024-12-29
EV-03376,HSR Layout,4W,49.5,2024-02-25
EV-03377,HSR Layout,4W,71.9,2024-04-10
EV-03378,HSR Layout,2W,3.7,2024-04-09
EV-03379,HSR Layout,4W,68.5,2024-05-05
EV-03380,HSR Layout,2W,3.4,2024-11-15
EV-03381,HSR Layout,4W,52.0,2024-07-11
EV-03382,HSR Layout,2W,3.9,2025-04-17
EV-03383,HSR Layout,3W,9.9,2025-01-19
EV-03384,HSR Layout,2W,2.7,2024-03-30
EV-03385,HSR Layout,4W,52.6,2024-12-26
EV-03386,HSR Layout,4W,72.8,2024-12-21
EV-03387,HSR Layout,2W,1.6,2024-07-26
EV-03388,HSR Layout,2W,3.8,2024-12-31
EV-03389,HSR Layout,4W,45.0,2024-05-20
EV-03390,HSR Layout,4W,51.0,2025-01-30
EV-03391,HSR Layout,2W,3.8,2024-05-14
EV-03392,HSR Layout,2W,2.1,2025-04-13
EV-03393,HSR Layout,2W,2.0,2025-03-24
EV-03394,HSR Layout,2W,2.8,2025-03-03
EV-03395,HSR Layout,4W,30.4,2024-10-22
EV-03396,HSR Layout,3W,6.2,2024-12-30
EV-03397,HSR Layout,2W,2.8,2024-11-23
EV-03398,HSR Layout,4W,59.0,2024-05-07
EV-03399,HSR Layout,2W,3.0,2024-01-26
EV-03400,HSR Layout,3W,5.1,2024-11-30
EV-03401,HSR Layout,3W,6.1,2024-11-14
EV-03402,HSR Layout,4W,74.0,2024-07-03
EV-03403,HSR Layout,4W,64.7,2025-04-11
EV-03404,HSR Layout,4W,56.1,2024-09-11
EV-03405,HSR Layout,2W,3.4,2024-09-07
EV-03406,HSR Layout,4W,69.0,2025-02-18
EV-03407,HSR Layout,2W,3.2,2024-02-23
EV-03408,HSR Layout,2W,3.2,2024-03-27
EV-03409,HSR Layout,4W,60.4,2024-10-08
EV-03410,HSR Layout,4W,69.0,2024-07-15
EV-03411,HSR Layout,2W,2.1,2024-11-29
EV-03412,HSR Layout,4W,38.2,2025-02-26
EV-03413,HSR Layout,3W,9.4,2024-03-04
EV-03414,HSR Layout,3W,5.5,2024-08-27
EV-03415,HSR Layout,4W,62.2,2024-07-08
EV-03416,HSR Layout,4W,57.5,2024-06-06
EV-03417,HSR Layout,4W,30.5,2024-12-20
EV-03418,HSR Layout,4W,70.1,2024-12-08
EV-03419,HSR Layout,2W,2.6,2025-01-18
EV-03420,HSR Layout,2W,3.1,2024-11-19
EV-03421,HSR Layout,4W,62.1,2024-04-19
EV-03422,HSR Layout,2W,2.6,2024-03-18
EV-03423,HSR Layout,2W,3.2,2023-05-06
EV-03424,HSR Layout,2W,3.4,2024-04-18
EV-03425,HSR Layout,2W,3.9,2024-09-18
EV-03426,HSR Layout,3W,5.2,2024-09-20
EV-03427,HSR Layout,4W,67.3,2025-03-24
EV-03428,HSR Layout,4W,30.0,2025-04-03
EV-03429,HSR Layout,4W,42.0,2024-07-17
EV-03430,HSR Layout,2W,2.8,2025-04-13
EV-03431,HSR Layout,4W,66.7,2024-11-11
EV-03432,HSR Layout,2W,1.8,2023-07-11
EV-03433,HSR Layout,4W,30.9,2025-03-23
EV-03434,HSR Layout,3W,9.3,2024-12-08
EV-03435,HSR Layout,2W,2.6,2024-11-06
EV-03436,HSR Layout,4W,39.7,2024-09-04
EV-03437,HSR Layout,4W,65.1,2024-01-22
EV-03438,HSR Layout,2W,2.2,2024-07-20
EV-03439,HSR Layout,4W,41.5,2024-05-29
EV-03440,HSR Layout,2W,2.7,2024-09-16
EV-03441,HSR Layout,2W,3.8,2024-06-18
EV-03442,HSR Layout,4W,74.9,2025-02-23
EV-03443,HSR Layout,2W,2.1,2024-03-28
EV-03444,HSR Layout,2W,1.7,2024-11-26
EV-03445,HSR Layout,3W,7.9,2025-05-05
EV-03446,HSR Layout,2W,1.7,2024-12-18
EV-03447,HSR Layout,3W,6.1,2025-03-12
EV-03448,HSR Layout,4W,34.5,2024-09-28
EV-03449,HSR Layout,4W,41.0,2025-03-05
EV-03450,HSR Layout,4W,65.9,2024-09-13
EV-03451,HSR Layout,4W,54.2,2025-05-19
EV-03452,HSR Layout,4W,46.2,2024-08-14
EV-03453,HSR Layout,2W,2.2,2024-12-17
EV-03454,HSR Layout,4W,65.3,2024-03-15
EV-03455,HSR Layout,4W,50.3,2024-12-15
EV-03456,HSR Layout,4W,53.3,2024-06-19
EV-03457,HSR Layout,2W,2.3,2024-02-03
EV-03458,HSR Layout,3W,7.3,2024-07-21
EV-03459,HSR Layout,4W,37.2,2025-01-18
EV-03460,HSR Layout,4W,57.9,2024-10-04
EV-03461,HSR Layout,2W,2.5,2025-02-07
EV-03462,HSR Layout,2W,3.2,2025-02-03
EV-03463,HSR Layout,2W,3.6,2024-11-21
EV-03464,HSR Layout,2W,2.2,2025-05-13
EV-03465,HSR Layout,2W,1.9,2024-09-23
EV-03466,HSR Layout,2W,1.8,2024-12-04
EV-03467,HSR Layout,2W,2.6,2024-07-15
EV-03468,HSR Layout,4W,34.2,2024-08-25
EV-03469,HSR Layout,4W,74.9,2024-02-26
EV-03470,HSR Layout,4W,64.9,2024-05-02
EV-03471,HSR Layout,2W,3.2,2024-07-02
EV-03472,HSR Layout,4W,40.6,2025-02-19
EV-03473,HSR Layout,2W,2.5,2024-10-14
EV-03474,HSR Layout,4W,73.9,2024-09-01
EV-03475,HSR Layout,4W,33.1,2024-10-31
EV-03476,HSR Layout,3W,8.3,2025-04-07
EV-03477,HSR Layout,4W,57.8,2024-10-09
EV-03478,HSR Layout,2W,2.3,2025-01-20
EV-03479,HSR Layout,4W,58.5,2025-04-10
EV-03480,HSR Layout,3W,8.2,2024-11-21
EV-03481,HSR Layout,2W,1.7,2025-04-23
EV-03482,HSR Layout,4W,32.0,2024-11-22
EV-03483,HSR Layout,2W,2.8,2024-05-23
EV-03484,HSR Layout,4W,66.3,2025-02-15
EV-03485,HSR Layout,4W,70.7,2024-07-11
EV-03486,HSR Layout,2W,2.5,2024-11-29
EV-03487,HSR Layout,2W,2.4,2024-11-28
EV-03488,HSR Layout,2W,2.2,2024-05-12
EV-03489,HSR Layout,4W,49.3,2024-09-09
EV-03490,HSR Layout,4W,37.2,2024-08-09
EV-03491,HSR Layout,4W,63.0,2023-12-29
EV-03492,HSR Layout,4W,62.1,2024-11-23
EV-03493,HSR Layout,2W,1.7,2025-02-13
EV-03494,HSR Layout,4W,73.5,2024-06-25
EV-03495,HSR Layout,2W,2.7,2024-10-02
EV-03496,HSR Layout,2W,3.0,2024-10-03
EV-03497,HSR Layout,3W,6.1,2025-04-18
EV-03498,HSR Layout,4W,33.1,2024-03-05
EV-03499,HSR Layout,2W,3.2,2024-12-30
EV-03500,HSR Layout,4W,52.7,2025-01-19
EV-03501,HSR Layout,4W,72.7,2024-01-11
EV-03502,HSR Layout,2W,3.6,2024-11-26
EV-03503,HSR Layout,2W,2.6,2024-03-26
EV-03504,HSR Layout,2W,3.4,2025-05-18
EV-03505,HSR Layout,4W,62.5,2025-02-05
EV-03506,HSR Layout,4W,72.8,2025-03-04
EV-03507,HSR Layout,4W,64.7,2024-06-14
EV-03508,HSR Layout,2W,1.7,2025-01-31
EV-03509,HSR Layout,2W,1.8,2024-09-10
EV-03510,HSR Layout,4W,47.8,2024-06-06
EV-03511,HSR Layout,4W,69.1,2025-03-07
EV-03512,HSR Layout,4W,65.1,2024-09-18
EV-03513,HSR Layout,4W,52.8,2024-01-22
EV-03514,HSR Layout,2W,3.5,2025-01-27
EV-03515,HSR Layout,4W,64.8,2024-11-09
EV-03516,HSR Layout,2W,3.2,2024-06-10
EV-03517,HSR Layout,2W,1.9,2024-03-25
EV-03518,HSR Layout,2W,1.7,2024-11-21
EV-03519,HSR Layout,2W,2.5,2024-11-13
EV-03520,HSR Layout,2W,3.1,2025-01-15
EV-03521,HSR Layout,4W,40.0,2025-01-03
EV-03522,HSR Layout,2W,3.0,2024-01-24
EV-03523,HSR Layout,3W,5.0,2024-03-25
EV-03524,HSR Layout,2W,2.1,2024-12-29
EV-03525,HSR Layout,2W,3.0,2024-01-25
EV-03526,HSR Layout,2W,2.6,2025-01-08
EV-03527,HSR Layout,2W,2.8,2025-01-02
EV-03528,HSR Layout,3W,9.5,2024-08-25
EV-03529,HSR Layout,4W,41.3,2024-07-18
EV-03530,HSR Layout,2W,2.7,2024-12-28
EV-03531,HSR Layout,2W,2.9,2024-06-19
EV-03532,HSR Layout,4W,35.9,2024-11-21
EV-03533,HSR Layout,3W,6.2,2025-01-22
EV-03534,HSR Layout,3W,9.7,2024-05-05
EV-03535,HSR Layout,4W,71.4,2024-04-23
EV-03536,HSR Layout,2W,2.3,2024-12-19
EV-03537,HSR Layout,2W,2.7,2024-02-26
EV-03538,HSR Layout,2W,1.9,2025-01-10
EV-03539,HSR Layout,2W,3.1,2024-06-02
EV-03540,HSR Layout,2W,3.5,2024-11-02
EV-03541,HSR Layout,4W,63.3,2024-06-09
EV-03542,HSR Layout,3W,5.3,2024-12-06
EV-03543,HSR Layout,2W,2.4,2024-11-05
EV-03544,HSR Layout,3W,7.2,2025-04-19
EV-03545,HSR Layout,2W,1.6,2024-06-13
EV-03546,HSR Layout,3W,5.4,2024-12-08
EV-03547,HSR Layout,3W,9.6,2024-03-28
EV-03548,HSR Layout,2W,3.3,2024-08-21
EV-03549,HSR Layout,2W,2.7,2024-08-14
EV-03550,HSR Layout,4W,53.3,2025-05-29
EV-03551,HSR Layout,4W,36.6,2024-11-24
EV-03552,HSR Layout,4W,52.0,2024-05-03
EV-03553,HSR Layout,4W,66.2,2024-11-02
EV-03554,HSR Layout,2W,3.8,2025-03-13
EV-03555,HSR Layout,2W,1.7,2025-02-03
EV-03556,HSR Layout,2W,3.5,2024-02-09
EV-03557,HSR Layout,4W,41.0,2024-02-29
EV-03558,HSR Layout,2W,2.0,2024-04-12
EV-03559,HSR Layout,2W,2.6,2024-04-10
EV-03560,HSR Layout,4W,44.0,2024-09-21
EV-03561,HSR Layout,3W,8.0,2024-08-22
EV-03562,HSR Layout,2W,3.3,2025-03-04
EV-03563,HSR Layout,2W,4.0,2024-08-23
EV-03564,HSR Layout,3W,8.9,2024-05-13
EV-03565,HSR Layout,2W,3.9,2023-11-08
EV-03566,HSR Layout,2W,2.7,2024-06-12
EV-03567,HSR Layout,2W,3.0,2025-04-09
EV-03568,HSR Layout,2W,1.7,2024-05-15
EV-03569,HSR Layout,4W,30.1,2024-09-12
EV-03570,HSR Layout,2W,4.0,2024-10-24
EV-03571,HSR Layout,4W,49.5,2024-08-17
EV-03572,HSR Layout,4W,43.6,2025-01-28
EV-03573,HSR Layout,3W,6.2,2025-03-31
EV-03574,HSR Layout,4W,73.5,2024-07-22
EV-03575,HSR Layout,3W,9.9,2024-03-25
EV-03576,HSR Layout,3W,5.5,2025-02-15
EV-03577,HSR Layout,3W,9.7,2025-01-02
EV-03578,HSR Layout,2W,1.7,2023-12-19
EV-03579,HSR Layout,2W,2.4,2025-04-24
EV-03580,HSR Layout,2W,2.7,2024-10-31
EV-03581,HSR Layout,2W,3.1,2025-02-05
EV-03582,HSR Layout,2W,2.7,2024-03-28
EV-03583,HSR Layout,2W,1.7,2023-12-16
EV-03584,HSR Layout,3W,8.2,2025-03-03
EV-03585,HSR Layout,4W,46.5,2024-11-05
EV-03586,HSR Layout,2W,2.6,2024-09-15
EV-03587,HSR Layout,4W,35.4,2025-04-12
EV-03588,HSR Layout,3W,7.9,2024-04-29
EV-03589,HSR Layout,4W,53.8,2024-11-25
EV-03590,HSR Layout,4W,68.5,2025-04-03
EV-03591,HSR Layout,3W,8.9,2025-05-25
EV-03592,HSR Layout,4W,31.9,2025-04-25
EV-03593,HSR Layout,2W,2.7,2024-09-11
EV-03594,HSR Layout,3W,9.9,2025-02-04
EV-03595,HSR Layout,4W,39.2,2025-01-18
EV-03596,HSR Layout,4W,73.4,2024-09-19
EV-03597,HSR Layout,4W,73.6,2025-02-07
EV-03598,HSR Layout,4W,38.1,2024-07-06
EV-03599,HSR Layout,2W,1.7,2024-11-03
EV-03600,HSR Layout,2W,3.5,2024-08-30
EV-03601,HSR Layout,2W,3.6,2025-04-17
EV-03602,HSR Layout,2W,2.0,2024-11-13
EV-03603,HSR Layout,4W,52.8,2024-10-30
EV-03604,HSR Layout,2W,2.2,2024-03-02
EV-03605,HSR Layout,4W,45.3,2024-10-06
EV-03606,HSR Layout,4W,40.7,2025-03-24
EV-03607,HSR Layout,4W,40.7,2024-10-06
EV-03608,HSR Layout,4W,50.4,2024-05-25
EV-03609,HSR Layout,2W,3.3,2024-06-21
EV-03610,HSR Layout,4W,58.1,2024-10-10
EV-03611,HSR Layout,2W,3.3,2025-02-28
EV-03612,HSR Layout,2W,2.8,2024-03-15
EV-03613,HSR Layout,2W,2.3,2024-07-26
EV-03614,HSR Layout,4W,64.5,2024-10-09
EV-03615,HSR Layout,2W,1.7,2024-12-24
EV-03616,HSR Layout,2W,3.2,2025-01-27
EV-03617,HSR Layout,4W,67.3,2025-01-03
EV-03618,HSR Layout,4W,44.8,2025-02-24
EV-03619,HSR Layout,2W,3.9,2024-11-05
EV-03620,HSR Layout,4W,38.0,2025-02-17
EV-03621,HSR Layout,2W,2.2,2024-04-21
EV-03622,HSR Layout,4W,55.6,2024-01-21
EV-03623,HSR Layout,4W,60.7,2024-05-04
EV-03624,HSR Layout,2W,1.8,2025-04-30
EV-03625,HSR Layout,4W,43.9,2024-08-27
EV-03626,HSR Layout,3W,9.9,2024-08-31
EV-03627,HSR Layout,2W,1.8,2024-09-07
EV-03628,HSR Layout,4W,69.5,2024-09-20
EV-03629,HSR Layout,3W,7.8,2024-03-21
EV-03630,HSR Layout,2W,3.7,2025-05-08
EV-03631,HSR Layout,2W,3.5,2024-10-05
EV-03632,HSR Layout,2W,2.3,2025-05-09
EV-03633,HSR Layout,4W,73.8,2024-11-16
EV-03634,HSR Layout,3W,8.9,2024-08-21
EV-03635,HSR Layout,3W,6.5,2025-01-12
EV-03636,HSR Layout,4W,50.5,2025-03-31
EV-03637,HSR Layout,4W,52.0,2025-03-12
EV-03638,HSR Layout,2W,3.1,2024-04-26
EV-03639,HSR Layout,4W,68.0,2024-09-21
EV-03640,HSR Layout,2W,2.4,2024-01-28
EV-03641,HSR Layout,2W,2.5,2025-03-28
EV-03642,HSR Layout,4W,51.0,2024-11-12
EV-03643,HSR Layout,2W,1.7,2024-04-01
EV-03644,HSR Layout,4W,39.8,2024-05-25
EV-03645,HSR Layout,2W,2.5,2024-11-11
EV-03646,HSR Layout,4W,35.1,2024-08-06
EV-03647,HSR Layout,2W,1.6,2024-07-22
EV-03648,HSR Layout,4W,53.9,2024-12-31
EV-03649,HSR Layout,2W,2.2,2024-10-06
EV-03650,HSR Layout,2W,3.9,2025-01-13
EV-03651,HSR Layout,4W,63.7,2024-07-10
EV-03652,HSR Layout,2W,2.3,2024-11-29
EV-03653,HSR Layout,3W,5.3,2025-01-16
EV-03654,HSR Layout,4W,37.4,2024-09-19
EV-03655,HSR Layout,2W,3.4,2024-01-28
EV-03656,HSR Layout,2W,2.6,2024-09-07
EV-03657,HSR Layout,2W,2.1,2024-07-30
EV-03658,HSR Layout,2W,3.4,2024-12-12
EV-03659,HSR Layout,4W,41.2,2024-07-30
EV-03660,HSR Layout,2W,2.9,2024-11-04
EV-03661,HSR Layout,4W,56.9,2024-05-01
EV-03662,HSR Layout,3W,9.9,2024-08-27
EV-03663,HSR Layout,2W,2.2,2024-06-19
EV-03664,HSR Layout,3W,9.6,2025-03-18
EV-03665,HSR Layout,4W,31.9,2025-04-06
EV-03666,HSR Layout,4W,44.9,2025-02-04
EV-03667,HSR Layout,4W,74.0,2025-01-29
EV-03668,HSR Layout,4W,57.4,2024-08-09
EV-03669,HSR Layout,4W,72.0,2024-06-19
EV-03670,HSR Layout,2W,3.1,2025-01-14
EV-03671,HSR Layout,2W,3.2,2024-10-30
EV-03672,HSR Layout,2W,1.7,2024-11-26
EV-03673,HSR Layout,2W,3.9,2025-01-01
EV-03674,HSR Layout,3W,8.1,2024-06-22
EV-03675,HSR Layout,3W,9.4,2025-03-07
EV-03676,HSR Layout,4W,37.6,2024-05-17
EV-03677,HSR Layout,4W,60.8,2024-08-16
EV-03678,HSR Layout,2W,3.9,2025-03-01
EV-03679,HSR Layout,3W,7.3,2025-03-04
EV-03680,HSR Layout,3W,8.8,2024-01-08
EV-03681,HSR Layout,2W,3.8,2024-11-01
EV-03682,HSR Layout,4W,34.8,2025-05-01
EV-03683,HSR Layout,4W,50.6,2024-10-20
EV-03684,HSR Layout,4W,32.3,2025-02-24
EV-03685,HSR Layout,3W,5.8,2024-09-27
EV-03686,HSR Layout,4W,32.8,2025-01-04
EV-03687,HSR Layout,2W,2.5,2025-01-06
EV-03688,HSR Layout,2W,3.3,2025-04-27
EV-03689,HSR Layout,4W,58.3,2025-03-29
EV-03690,HSR Layout,4W,48.6,2025-02-12
EV-03691,HSR Layout,2W,2.4,2025-02-05
EV-03692,HSR Layout,3W,7.2,2024-08-11
EV-03693,HSR Layout,4W,32.7,2025-03-21
EV-03694,HSR Layout,4W,59.2,2024-06-23
EV-03695,HSR Layout,4W,58.6,2025-02-15
EV-03696,HSR Layout,4W,50.5,2024-11-10
EV-03697,HSR Layout,4W,37.1,2025-03-09
EV-03698,HSR Layout,4W,62.8,2025-01-11
EV-03699,HSR Layout,2W,3.3,2024-09-01
EV-03700,HSR Layout,2W,3.3,2024-10-16
EV-03701,HSR Layout,2W,3.2,2024-06-23
EV-03702,HSR Layout,4W,65.1,2024-08-16
EV-03703,HSR Layout,4W,61.8,2025-01-25
EV-03704,HSR Layout,2W,2.6,2024-05-10
EV-03705,HSR Layout,4W,73.9,2025-03-07
EV-03706,HSR Layout,4W,54.0,2025-02-13
EV-03707,HSR Layout,4W,42.0,2024-08-18
EV-03708,HSR Layout,2W,3.7,2025-02-25
EV-03709,HSR Layout,2W,2.8,2024-11-28
EV-03710,HSR Layout,2W,2.5,2024-06-15
EV-03711,HSR Layout,2W,2.2,2025-02-14
EV-03712,HSR Layout,3W,5.1,2025-04-19
EV-03713,HSR Layout,4W,58.3,2023-12-15
EV-03714,HSR Layout,3W,5.4,2024-07-17
EV-03715,HSR Layout,4W,37.9,2024-12-24
EV-03716,HSR Layout,3W,7.0,2024-11-07
EV-03717,HSR Layout,4W,72.2,2024-07-07
EV-03718,HSR Layout,3W,5.0,2024-05-19
EV-03719,HSR Layout,4W,61.2,2024-08-14
EV-03720,HSR Layout,4W,35.7,2024-11-24
EV-03721,HSR Layout,2W,2.1,2025-03-24
EV-03722,HSR Layout,4W,72.4,2025-02-11
EV-03723,HSR Layout,4W,60.7,2024-04-28
EV-03724,HSR Layout,2W,2.1,2023-10-19
EV-03725,HSR Layout,2W,3.5,2024-07-02
EV-03726,HSR Layout,2W,3.2,2025-04-07
EV-03727,HSR Layout,2W,2.6,2025-01-07
EV-03728,HSR Layout,2W,3.3,2024-12-18
EV-03729,HSR Layout,4W,40.0,2024-10-09
EV-03730,HSR Layout,4W,70.5,2024-04-28
EV-03731,HSR Layout,3W,5.3,2024-05-26
EV-03732,HSR Layout,2W,1.6,2024-05-21
EV-03733,HSR Layout,4W,65.5,2024-04-26
EV-03734,HSR Layout,3W,5.6,2025-03-16
EV-03735,HSR Layout,4W,50.4,2024-01-04
EV-03736,HSR Layout,4W,58.8,2024-03-18
EV-03737,HSR Layout,4W,45.5,2025-03-13
EV-03738,HSR Layout,2W,3.8,2025-01-04
EV-03739,HSR Layout,2W,2.7,2024-01-18
EV-03740,HSR Layout,4W,34.5,2025-02-07
EV-03741,HSR Layout,2W,3.0,2024-10-05
EV-03742,HSR Layout,4W,50.0,2025-01-23
EV-03743,HSR Layout,4W,31.3,2025-02-15
EV-03744,HSR Layout,2W,2.7,2024-11-03
EV-03745,HSR Layout,4W,68.2,2024-04-16
EV-03746,HSR Layout,4W,65.0,2025-03-04
EV-03747,HSR Layout,2W,3.2,2025-04-23
EV-03748,HSR Layout,2W,3.5,2024-10-03
EV-03749,HSR Layout,4W,62.6,2024-06-24
EV-03750,HSR Layout,3W,6.3,2024-10-31
EV-03751,HSR Layout,3W,5.0,2025-04-13
EV-03752,HSR Layout,4W,31.9,2024-07-30
EV-03753,HSR Layout,3W,5.2,2025-02-16
EV-03754,HSR Layout,3W,7.6,2024-10-17
EV-03755,HSR Layout,2W,3.4,2024-10-15
EV-03756,HSR Layout,4W,73.4,2025-04-22
EV-03757,HSR Layout,4W,61.8,2024-11-12
EV-03758,HSR Layout,2W,2.4,2024-08-14
EV-03759,HSR Layout,2W,3.2,2025-03-02
EV-03760,HSR Layout,4W,50.7,2024-12-23
EV-03761,HSR Layout,4W,39.0,2024-07-02
EV-03762,HSR Layout,2W,1.9,2024-12-05
EV-03763,HSR Layout,4W,48.7,2024-07-26
EV-03764,HSR Layout,4W,74.6,2024-06-16
EV-03765,HSR Layout,2W,3.7,2024-07-30
EV-03766,HSR Layout,4W,68.4,2025-04-13
EV-03767,HSR Layout,2W,1.8,2025-04-26
EV-03768,HSR Layout,2W,1.6,2024-10-30
EV-03769,HSR Layout,4W,64.8,2025-02-04
EV-03770,HSR Layout,3W,9.5,2024-12-16
EV-03771,HSR Layout,2W,2.4,2024-02-08
EV-03772,HSR Layout,4W,34.8,2023-12-09
EV-03773,HSR Layout,3W,8.7,2024-11-09
EV-03774,HSR Layout,2W,4.0,2024-08-10
EV-03775,HSR Layout,2W,2.4,2024-10-30
EV-03776,HSR Layout,2W,2.3,2024-12-12
EV-03777,HSR Layout,4W,56.6,2024-09-29
EV-03778,HSR Layout,2W,2.5,2024-08-20
EV-03779,HSR Layout,4W,62.7,2024-10-08
EV-03780,HSR Layout,3W,6.2,2025-02-09
EV-03781,HSR Layout,4W,52.2,2024-07-07
EV-03782,HSR Layout,4W,50.5,2024-09-01
EV-03783,HSR Layout,3W,6.2,2024-04-23
EV-03784,HSR Layout,2W,3.6,2024-08-21
EV-03785,HSR Layout,2W,1.9,2024-08-11
EV-03786,HSR Layout,2W,3.8,2024-10-21
EV-03787,HSR Layout,4W,73.9,2024-06-03
EV-03788,HSR Layout,3W,9.4,2023-12-03
EV-03789,HSR Layout,2W,2.3,2024-07-24
EV-03790,HSR Layout,3W,6.4,2025-02-01
EV-03791,HSR Layout,4W,47.7,2025-03-29
EV-03792,HSR Layout,2W,2.3,2024-09-10
EV-03793,HSR Layout,2W,1.7,2024-08-25
EV-03794,HSR Layout,2W,2.1,2024-11-16
EV-03795,HSR Layout,4W,33.0,2024-08-01
EV-03796,HSR Layout,4W,66.5,2025-03-21
EV-03797,HSR Layout,2W,3.8,2024-10-08
